X,Y,Z
-301.0409,264.0278,-136.8672
-295.9614,260.9692,-132.8563
-293.57,259.9044,-130.1503
-287.4971,256.8139,-124.5854
-282.9018,253.5312,-118.4225
-279.9209,251.3279,-115.4953
-273.9784,247.0394,-109.2321
-266.729,239.8522,-99.94438
-264.4807,237.3239,-97.1529
-260.5176,232.6375,-91.51353
-187.8362,166.394,-38.99282
-164.9128,145.1419,-32.93478
-146.0637,127.5661,-30.4944
-143.7608,124.7838,-29.32357
-144.8191,124.0225,-30.60579
-145.5396,123.9584,-30.79911
-146.5215,123.6812,-31.37979
-146.5233,122.9373,-31.40729
-146.8599,122.2604,-31.76783
-147.2088,122.1738,-31.881
-148.6815,121.9905,-31.79925
-150.0043,121.3004,-31.45738
-151.7512,121.6008,-31.3878
-153.4242,121.3115,-31.06295
-154.4395,121.5374,-30.81434
-155.7684,120.8931,-30.1672
-157.1623,120.5123,-29.58888
-159.281,120.2422,-28.93791
-161.3291,119.6703,-28.90961
-162.7287,119.7911,-28.64668
-163.7863,119.7275,-28.16921
-165.6623,120.7044,-27.50196
-166.9155,121.1547,-26.56658
-167.6166,121.529,-26.15629
-169.6729,122.691,-25.55925
-171.6407,124.3965,-24.79376
-173.1946,125.6437,-24.01585
-175.5431,127.5842,-23.44875
-177.6082,129.117,-23.08438
-179.8474,130.7232,-22.6776
-182.9106,133.0926,-22.54952
-186.1104,136.152,-22.35146
-188.7191,139.0944,-21.94309
-190.0691,140.7172,-21.61447
-193.2615,144.7002,-20.26482
-198.166,151.5167,-17.867
-201.4083,156.4221,-16.50297
-204.0133,161.2673,-15.07304
-205.2093,165.5639,-14.02431
-206.6058,170.5424,-12.44672
-207.1147,174.9045,-10.85451
-207.5234,179.467,-8.91076
-207.4994,183.3774,-7.064364
-206.8817,186.7899,-5.323543
-205.9165,189.8491,-3.832933
-202.6909,193.0375,-1.831993
-200.5758,194.8277,-1.007869
-199.3477,195.6265,-0.6844752
-195.6455,197.4605,-0.2392255
-192.9159,198.5096,0.1469193
-189.9858,199.2336,0.5254264
-186.8126,199.6834,0.9547527
-183.527,199.4553,1.229148
-182.0517,199.2735,1.324767
-179.3608,198.8316,1.54548
-176.756,197.9082,1.914591
-174.3469,196.9004,2.423757
-172.2281,196.0173,2.956727
-170.2014,194.9877,3.4069
-167.9793,193.6111,3.994385
-165.6092,191.909,4.697262
-159.6819,187.3217,6.958952
129.8999,152.8825,-25.34032
-156.2442,184.1442,7.841883
131.7359,151.6532,-21.15948
219.74,258.6931,-4.392816
228.6981,261.3615,-5.755949
234.2639,263.7633,-4.684382
-83.97144,101.6405,9.02124
240.2648,266.6718,-2.621947
-107.9778,126.3407,7.663976
245.4209,269.812,-1.350326
-121.3745,138.9912,7.643729
250.1419,273.0143,0.7137548
-119.2517,138.9242,4.579133
254.3964,276.6964,2.221365
-118.0987,138.2905,2.985895
260.4419,282.1067,4.318844
-116.9753,136.8583,1.023019
267.0746,287.2895,7.029851
-115.7984,135.1076,-1.016842
273.7754,292.3247,10.22513
-114.3103,133.2327,-3.336162
276.9539,294.9993,11.13376
-113.8604,132.4722,-4.27843
281.1969,298.1745,14.01585
-112.7903,130.798,-6.083614
286.1252,300.1404,16.16736
-111.6495,128.9757,-7.897771
289.3147,302.3325,17.37055
-110.4962,127.5332,-9.333323
293.4496,302.2606,19.16909
-109.4564,126.0649,-10.50849
296.6592,302.6211,21.88227
-108.8571,125.7209,-10.97804
298.3338,302.7617,25.06725
-107.8249,124.8983,-11.47027
299.3755,302.0068,27.56836
-106.9535,123.8237,-11.56621
299.6148,300.4803,28.89736
-106.3376,123.5706,-11.66876
299.3648,298.7795,28.80082
-105.84,123.4266,-11.51921
300.0009,297.4308,29.17387
-105.4383,123.0026,-11.33165
299.4949,295.4211,30.04483
-105.5606,122.9544,-11.19043
300.3489,293.3126,29.94382
-106.2751,123.0797,-10.89138
300.6899,292.2155,29.95775
-106.8083,123.1444,-10.74796
301.3802,288.8499,29.31423
-108.218,122.3327,-10.58104
301.6441,286.1963,28.76159
-109.746,122.3317,-10.54111
-122.1402,126.0977,-14.05658
125.9126,146.4925,-16.42818
-123.192,124.1951,-15.06483
124.9007,145.9803,-17.5552
-123.5731,123.5798,-15.63045
124.9415,145.5314,-17.68229
-124.3667,123.1463,-15.99981
125.3152,145.0227,-17.6828
-125.8236,123.2558,-15.8938
125.7174,144.5339,-17.52827
-127.9875,123.6617,-15.70228
126.5622,144.5352,-17.17862
