X,Y,Z
-161.9224,203.4993,-80.17698
-158.599,193.0696,-75.25669
-158.599,193.0696,-75.25669
-164.7806,202.1757,-76.15163
-169.2384,208.7958,-75.86738
-172.7883,215.9686,-75.54763
-175.1074,221.7706,-74.42943
-175.2818,224.604,-73.84499
-176.8943,230.7916,-70.61492
-177.6902,236.0453,-69.35052
-177.7854,239.1986,-67.62637
-178.9287,244.5361,-67.44607
-179.7286,249.3306,-67.43729
-179.4251,252.7772,-68.21318
-179.4834,254.5131,-69.21413
-178.64,254.1853,-69.9473
-178.0144,253.5273,-71.15613
-178.6566,254.5875,-72.92918
-178.2111,254.0146,-74.06893
-176.9424,252.1219,-74.26679
-173.8621,247.8279,-73.76834
-171.7238,244.1439,-72.76956
-171.2783,244.0329,-72.79315
-172.0013,247.1108,-73.26334
-171.9988,247.9825,-73.36774
-172.0148,248.4684,-73.26958
-171.7219,248.0832,-72.18739
-171.4738,248.0928,-71.9219
-170.903,247.6946,-71.90134
-170.7094,247.5226,-71.84897
-170.6713,247.2242,-71.63177
-170.7587,246.8743,-71.32547
-171.0864,246.7638,-71.17702
-171.4397,246.8269,-71.2196
-171.524,246.7404,-71.30666
-171.5627,245.3084,-71.08318
-171.7771,244.99,-71.27056
-172.2215,245.0747,-71.57196
-173.0045,245.5201,-71.82314
-173.6214,245.6386,-72.15068
-174.557,245.6694,-72.1804
-175.95,246.7695,-72.6862
-176.8624,247.1871,-72.81444
-177.8301,247.7663,-72.88636
-178.7416,248.3716,-72.93554
-180.3994,249.7022,-72.95483
-181.8589,251.1862,-72.99712
-183.0216,252.4819,-73.0642
-184.0141,253.5699,-73.14169
-184.9215,254.3114,-73.20711
-185.4232,254.1344,-73.12196
-185.6302,253.8312,-72.99373
-186.0087,253.2946,-72.91772
-185.9383,251.6489,-72.90659
-185.8313,251.0273,-72.91414
-185.7671,249.7037,-72.86413
-185.5873,248.4034,-72.97716
-185.4185,247.6916,-73.00511
-184.7984,246.0574,-73.00334
-184.6634,245.1971,-73.11907
-184.4859,244.5093,-73.42223
-184.3367,244.3841,-73.72977
-184.2022,244.7635,-74.19771
-183.7921,245.4535,-74.74567
-183.6942,246.7673,-74.97121
-183.3794,248.1959,-74.68639
-183.5786,250.9531,-73.87337
-183.9336,253.8714,-72.83234
-184.0319,255.2072,-72.37797
-184.2058,257.3569,-71.49073
-183.3322,258.5989,-70.81616
-181.6068,258.4278,-69.98457
-179.7397,257.936,-68.92027
-177.9483,256.7988,-67.65645
-176.2611,255.541,-66.3054
-174.6787,254.2232,-64.99173
-173.6924,253.4515,-63.83975
-173.5129,253.0145,-63.03748
-173.4329,253.4049,-62.44896
-173.7434,255.6004,-62.97459
-173.432,256.1438,-63.64008
-172.9191,255.8434,-64.01356
-171.508,254.6489,-65.11176
-168.57,251.9265,-67.40878
-164.9591,248.8408,-69.57799
-160.5948,245.6635,-72.58616
-158.0255,243.2934,-73.7264
-152.9655,239.1975,-76.35594
-148.4483,236.9419,-79.74553
-143.8945,235.5082,-83.82082
-137.9945,230.9111,-86.71805
-133.5207,226.9753,-89.77305
-128.5086,220.5509,-92.13651
-124.5907,215.3255,-95.82564
-122.29,210.3569,-99.69991
-121.0273,205.7729,-104.1384
-120.3383,201.9532,-109.7388
-120.1665,197.5269,-115.5487
-119.8333,194.8051,-118.6297
-119.6494,191.9393,-121.6641
-119.7759,184.7674,-130.5024
-120.5253,176.5791,-142.4814
-121.2341,174.2853,-146.5006
-121.2518,168.9196,-153.924
-121.0991,167.0574,-158.1692
-119.5482,158.4813,-167.2459
-118.7905,152.9995,-171.6562
-118.4935,148.3804,-174.763
-116.6753,143.5415,-174.6541
-113.8125,138.983,-172.6242
-111.5496,135.2727,-171.3221
-108.2419,131.7753,-170.5535
-105.2512,130.1481,-169.2758
-103.4778,129.2705,-168.5355
-101.0144,128.1856,-167.6871
-96.17085,124.6342,-162.8947
-90.79512,123.3788,-159.305
-88.81673,124.1171,-156.9067
-87.63179,124.7347,-155.8999
-86.0053,127.038,-154.9007
-81.4266,130.4139,-151.8834
-80.70073,131.6558,-149.4419
-80.0424,132.9548,-146.6122
-83.19953,137.986,-138.9126
-88.90359,143.9929,-134.3904
-94.51204,152.9867,-131.904
-100.683,162.71,-128.1321
-103.8255,167.8144,-126.1711
-110.6261,179.8426,-123.1564
-120.0781,195.8668,-115.9685
-126.7037,204.7728,-108.9282
-133.7468,212.8157,-101.5957
-140.8571,221.2733,-94.87194
-147.0112,229.5323,-88.29681
-152.3382,237.4568,-81.57645
-157.2789,243.0314,-73.88268
-162.1744,249.4823,-66.56531
-164.5071,253.3405,-63.55404
-166.2773,256.5467,-60.47949
-169.027,262.5164,-54.74623
-171.7955,266.9901,-46.01389
-172.5361,268.4691,-41.1062
-174.2212,271.1394,-37.16354
-175.8963,274.5784,-34.17032
-176.6217,275.85,-32.74307
-178.6185,279.3502,-29.26302
-180.377,281.2057,-27.46542
-181.8941,281.6666,-25.99859
-183.3736,282.2634,-25.18104
-185.2955,282.5736,-24.69016
-188.7094,284.0412,-25.21398
-192.2889,285.4877,-26.66874
-195.9009,285.9669,-28.4973
-199.2767,286.5866,-31.07355
-202.867,286.6921,-33.63228
