X,Y,Z
-223.0322,233.7732,160.9211
-223.0322,233.7732,160.9211
-223.0322,233.7732,160.9211
-217.7348,230.8494,155.5697
-221.5379,229.8304,156.2823
-223.4212,227.0073,160.0842
-222.1859,227.4238,160.1603
-220.1203,226.556,160.7725
-218.1895,225.6879,160.7058
-216.1548,222.8694,158.8683
-212.2966,218.7608,155.7753
-210.1732,216.739,154.0383
-207.8393,214.6477,151.962
-202.097,210.3145,147.7267
-171.4367,191.9595,117.408
-166.7183,185.026,113.2745
-161.1222,178.4253,108.8924
-159.2042,175.8982,107.6176
-157.4612,173.3837,106.3719
-155.5318,170.6436,105.1601
-155.4832,170.4834,105.171
-155.5197,170.3332,105.3516
-155.5564,170.1576,105.3559
-155.6461,170.069,105.3785
-155.6334,169.964,105.2891
-155.7008,169.9826,105.2661
-155.6728,169.9258,105.1806
-155.6747,170.0242,105.147
-155.7877,170.1627,105.147
-155.8293,170.3374,105.042
-155.7962,170.5555,104.9779
-155.7827,170.7127,104.9326
-155.5821,171.0032,104.632
-155.457,171.0931,104.4676
-155.3494,171.4259,104.175
-155.2891,171.9834,103.8505
-155.2891,171.9834,103.8505
-155.248,172.6415,103.5766
-155.1273,173.1541,103.3094
-154.8848,173.5174,102.9207
-154.8848,173.5174,102.9207
-154.4298,173.8359,102.4515
-153.7301,174.386,101.9445
-152.6147,175.5368,101.0344
-152.6147,175.5368,101.0344
-151.3362,177.1484,99.95233
-150.1519,178.5574,98.76203
-148.8609,179.9688,97.07082
-147.6339,181.7902,95.22189
-146.1266,183.779,92.9189
-145.0033,186.07,90.25121
-143.9592,188.5234,87.16659
-142.6835,190.5286,83.79895
-141.2492,192.6491,79.88422
-139.7103,194.4021,76.33823
-136.395,197.8482,69.61351
-134.7057,199.5993,66.56966
-131.4813,202.6758,61.59001
-129.705,204.0928,59.34941
-128.4053,206.0583,57.64467
-124.7973,208.9121,54.83455
-122.9805,210.4775,53.63103
-118.4305,212.6371,51.19024
-116.1622,213.2348,50.28037
-111.9848,215.0275,48.86157
-109.9522,215.9814,48.21639
-105.7234,216.8416,47.13823
-103.5091,217.175,46.66175
-99.2821,217.0371,46.19284
-95.053,217.0193,45.24574
-92.95576,216.662,44.66924
-90.07742,216.8683,44.15318
-88.93289,216.3681,43.7767
-87.43536,215.976,43.09996
-83.2686,215.8642,40.32272
-80.87101,215.1679,38.61401
-76.25272,215.4506,34.27267
-74.00609,213.95,32.077
-72.19093,211.6623,30.49988
-68.94048,205.1036,27.4726
-67.95841,202.3461,26.3352
-66.36643,195.2462,24.42504
-66.40824,192.2121,23.91881
-66.92959,189.9132,23.76788
-69.27107,186.8823,23.958
-70.72579,185.3615,24.08122
-74.45877,181.8326,25.48502
-76.25919,181.1292,26.60509
-77.66531,178.8103,27.69734
-78.18287,176.4999,28.40536
-79.99881,172.6669,29.74606
-81.7514,171.2215,31.06409
-83.61892,170.9095,32.45911
-86.44661,170.2748,34.27327
-87.49299,169.8106,35.13457
-90.58265,169.7304,37.34219
90.10973,208.9781,47.73014
-91.70744,169.1816,38.32911
84.99925,201.0589,45.84762
-94.20049,167.629,40.50648
85.41749,199.3722,49.34761
-95.46255,167.7211,41.56916
86.06419,199.2783,50.98253
-97.325,167.0286,43.51541
86.89407,200.0457,54.06755
-98.54369,166.938,44.39629
87.16401,200.1001,55.51895
-99.74278,167.1304,45.29571
87.35292,200.2659,56.77459
-101.8859,168.5246,47.2322
87.57478,201.042,59.35009
-102.7117,168.3802,48.27485
87.31315,201.397,60.74019
-105.0703,168.9967,50.57729
87.62579,203.0414,64.11823
