X,Y,Z
-18.55482,113.2148,-96.07841
-23.17339,108.9885,-101.2509
-34.25516,99.57223,-110.2224
-47.21108,90.16524,-111.4019
-57.90404,81.19952,-105.5898
-61.72157,76.83243,-100.8937
-59.06123,72.96957,-102.3011
-64.1073,73.51929,-100.9613
-66.50459,73.84466,-98.84807
-88.96339,76.64554,-75.46851
47.41214,172.6559,108.4794
-93.16059,80.44314,-73.0659
50.86423,154.5616,96.37838
-96.86469,81.66486,-56.08841
57.83924,136.9791,85.75124
-102.72,80.34019,-36.01001
68.95773,144.5253,85.2731
-104.0624,80.12541,-26.69411
74.8793,148.3315,84.52585
-110.4549,86.45207,-12.24878
85.81995,152.8617,83.30055
-116.6784,99.22363,0.9486539
93.76123,154.5116,82.24781
-122.0968,114.8641,10.60715
99.18572,154.5459,80.52238
-132.6343,129.818,19.82558
102.0796,154.1719,78.3243
-139.0863,140.5486,25.84567
101.3339,151.5866,73.35666
-143.5962,149.9511,29.85563
97.25397,148.2108,68.1899
-146.545,159.448,30.8317
90.32123,142.9373,62.41949
-150.4218,169.0527,30.65242
80.71812,136.6046,55.98005
-152.5123,176.9625,28.71603
70.80889,130.7175,50.37081
-153.4441,186.1601,23.75455
59.5179,125.2032,46.01101
-153.9023,192.6918,16.95599
46.18048,118.0188,42.74296
-141.682,185.6605,7.4778
32.17744,109.5745,40.65244
-133.1361,183.9967,-3.818561
21.18586,103.7283,40.24295
-134.7212,186.2508,-6.00747
16.04492,101.4965,40.76171
-138.901,188.0742,-21.41808
4.015061,96.54417,41.72728
-136.2862,185.0062,-26.60757
0.5827474,97.56895,43.05023
-135.4373,178.0397,-39.79354
-3.365248,98.59557,44.80436
-130.3464,163.8447,-56.46976
-2.773711,105.0081,48.88312
-126.361,156.0866,-61.61134
-1.049741,108.3093,50.30641
-118.3389,140.1172,-73.80874
4.716281,116.5528,54.47125
-118.5468,131.6502,-86.16062
12.69244,125.6449,58.94188
-119.1562,121.0271,-91.18495
21.58329,135.5258,64.89727
-116.0062,106.6015,-88.33057
31.56525,146.1249,70.93154
-111.0523,91.16779,-79.94997
43.95578,158.9239,77.68732
-89.20058,84.40765,-79.06882
62.9551,175.2225,88.98595
-91.0998,72.45589,-59.72082
69.35805,180.37,93.36933
-86.38367,65.34704,-47.14943
82.0014,189.6492,104.0489
-90.59646,62.13614,-43.37151
94.25566,197.2037,114.5113
-97.49189,64.82467,-32.07281
105.4618,202.8657,125.1855
-107.5203,71.10284,-19.0612
117.3896,208.5399,132.6074
-98.36903,66.77893,13.90559
130.0876,213.1305,142.9773
-91.1544,72.36226,11.41783
134.0474,213.861,144.8179
-82.22961,75.49723,19.51626
137.7137,211.6093,145.507
-86.74187,90.55426,25.42119
135.9933,202.1768,144.6613
-89.1378,104.4312,29.88433
132.7609,191.5504,140.7724
-94.93385,119.8787,33.06327
128.6791,182.2481,136.4816
-101.3129,135.7196,37.49341
121.8115,170.4204,129.8679
-103.9741,152.6267,40.25784
112.2913,156.1604,121.0121
-107.8198,170.1361,41.30119
102.2214,140.9222,111.9559
-112.7964,183.7192,41.42316
90.50513,124.4175,102.995
-116.0594,190.208,41.22029
84.49958,116.2114,99.32697
-121.7477,201.2409,40.47302
70.32644,97.66122,96.77286
-124.2536,209.9465,37.80769
55.2674,76.66891,92.55721
-130.0929,221.8407,32.7126
57.95755,51.18697,89.47917
-132.8074,226.7636,27.49875
-126.6764,222.286,21.87987
-114.3333,204.7952,11.83176
-105.2449,189.5464,5.622356
-103.4636,185.0846,-1.577441
-106.1407,189.5682,-5.242093
-120.01,209.1564,-20.00841
-115.3983,193.5807,-32.37412
-103.7976,169.9293,-42.23332
-96.26401,149.5594,-51.18818
-91.69309,129.5196,-57.75931
-89.78518,120.3981,-58.93491
-85.68681,95.09982,-58.88003
-86.7318,82.45268,-54.98062
-71.03875,68.49684,-54.27978
-69.78513,70.15458,-56.15274
-75.30067,67.92599,-63.40999
-77.77534,63.32426,-67.32195
-74.51173,66.02683,-74.27972
-74.60982,63.74828,-76.53052
-73.98152,61.14651,-86.66457
-72.07729,60.44931,-74.0166
