X,Y,Z
-153.9478,271.8729,-39.69139
135.4748,301.483,-27.80861
-154.6031,273.3741,-40.36
134.5673,300.647,-29.24784
-154.6593,273.4706,-40.52892
134.5176,300.5872,-29.4656
-154.9345,273.9599,-41.0658
134.544,300.7775,-29.98104
-155.2048,274.4403,-41.67138
134.6187,301.1808,-30.57303
-155.2836,274.6431,-42.01932
134.6152,301.4835,-30.879
-155.1855,275.5003,-43.38234
134.4604,302.779,-31.91319
-155.0451,276.8949,-44.84838
133.9345,303.5511,-32.66365
-154.9352,277.7689,-45.75257
133.6967,304.1318,-33.13245
-154.7425,278.5799,-46.72833
133.4016,304.9483,-33.7142
-154.4704,281.1323,-49.33526
132.7433,307.3441,-35.30593
-154.1055,284.3492,-53.27378
131.0402,310.1539,-37.9956
-153.7785,287.1349,-57.08512
129.9131,313.2331,-41.33942
-153.3517,289.9843,-61.2552
128.4563,317.2744,-45.98808
-152.4863,293.3101,-66.24146
126.4294,320.981,-51.78452
-151.7004,296.9958,-71.50783
124.1246,325.1665,-58.56754
-149.7062,299.8226,-77.20512
121.7311,329.9137,-66.66657
-148.1783,304.6562,-84.25027
118.1704,332.7186,-74.76997
-145.9364,312.4433,-96.47462
113.4591,335.4692,-87.58093
-143.649,315.4158,-104.9488
109.1755,335.8484,-96.84294
-141.1958,316.3679,-112.9751
104.6316,335.168,-106.2528
-138.0929,315.9773,-121.5375
99.4741,333.9873,-116.0518
-135.523,314.1649,-129.0625
95.39295,332.003,-124.8452
-133.1696,311.0164,-135.1232
91.67573,330.1432,-132.6473
-132.3094,309.9299,-137.8618
90.07657,329.0596,-135.845
-131.5259,308.7054,-140.2059
88.5751,327.5881,-138.5297
-130.1541,306.1048,-145.9329
85.95765,323.5808,-143.9727
-129.4631,304.6283,-148.0719
85.28331,321.5024,-145.1429
-129.141,302.4008,-147.9066
85.75784,320.6531,-145.5207
-128.713,299.5514,-146.7611
86.37909,319.0817,-145.0751
-128.7702,296.2536,-144.8996
87.37988,316.6268,-143.7977
-129.6801,293.6417,-143.0829
88.34736,315.4883,-143.4036
-131.3294,291.2071,-140.2531
89.76551,315.9723,-143.8488
-133.4436,291.7448,-136.7692
92.17591,314.5368,-142.0445
-137.5506,294.523,-132.7861
95.43417,312.2089,-138.6765
-142.1461,298.1584,-130.0959
98.29276,309.6293,-135.2724
-146.7116,301.0211,-128.8639
100.1988,305.2665,-131.7932
-150.1454,301.9964,-126.7853
102.1887,302.4868,-129.3468
-152.6628,301.1552,-123.7071
103.6036,300.5813,-127.5466
-153.7103,300.4035,-121.9927
104.6625,299.99,-126.5829
-155.2515,299.1118,-119.2077
106.7905,299.8022,-125.014
-156.1866,298.1035,-117.0707
108.6253,299.9871,-124.5753
-156.402,296.4797,-115.1085
110.3225,299.675,-124.3322
-156.0841,294.6089,-113.3418
112.1511,300.1105,-123.7327
-155.334,293.1338,-112.0561
113.7997,301.2092,-123.0913
-154.5251,293.8168,-112.6988
115.2344,303.4321,-119.9124
-154.5171,296.28,-114.4774
116.9628,305.6254,-118.5745
-154.5785,295.8728,-114.1946
117.3612,306.8557,-118.6402
-153.8218,293.8372,-113.0084
118.3033,309.7546,-118.9246
-153.4796,291.2402,-111.131
117.9843,310.1909,-117.6107
-154.0134,288.8794,-108.2773
117.1711,309.6818,-116.5696
-154.7563,285.3831,-102.7106
116.841,310.236,-118.6557
-155.085,284.1154,-99.47656
118.0738,312.0008,-121.1511
-155.6628,285.6061,-98.50254
120.543,312.5988,-122.3755
-156.5272,287.0869,-97.95326
123.127,311.2527,-121.8238
-157.5802,288.2957,-97.3171
125.6776,309.3127,-120.4102
-157.8352,288.3837,-96.59039
127.3591,307.1628,-118.715
-158.3778,288.7902,-96.0704
129.0215,305.7043,-116.9162
-158.848,288.6116,-94.97199
130.2868,303.9757,-114.6768
-159.384,288.6329,-93.77712
131.37,302.5576,-112.5555
-159.9455,288.9792,-92.7708
132.3377,301.4749,-110.4778
-160.3193,288.7794,-91.20618
133.1626,300.6366,-108.6359
-160.4012,288.4791,-90.37215
133.6024,300.1678,-107.6642
-160.4274,288.7557,-88.44249
134.8923,298.5786,-104.8009
-160.2447,290.1771,-87.83459
135.7307,297.6782,-103.0066
-160.1932,291.3825,-87.74278
136.1373,297.0583,-102.0026
-159.784,292.7004,-86.65369
137.3936,296.282,-100.248
-160.0927,293.6977,-86.09266
137.8918,295.9685,-99.63043
-160.6364,298.2666,-85.47423
138.7797,296.0578,-98.78685
-158.5324,302.8801,-84.1077
141.2805,298.5703,-98.18687
-157.8737,304.4396,-81.85419
143.4513,302.6522,-98.78769
-158.2046,303.5377,-76.79343
145.4916,305.6064,-98.38325
-157.0709,301.1854,-73.93507
146.1943,305.1425,-96.79236
-156.4694,300.507,-72.76241
146.5061,304.7811,-96.41918
-154.3269,297.4929,-70.3094
146.7505,302.6424,-95.3908
-153.2536,295.8996,-69.71898
146.677,301.755,-95.22833
-153.2536,295.8996,-69.71898
146.677,301.755,-95.22833
-150.7788,293.1175,-70.17818
145.2115,299.1266,-93.76155
-148.5226,294.8784,-75.38157
141.8988,294.6245,-95.22794
-146.4539,297.0735,-81.18905
139.2753,291.8344,-97.22846
-143.4832,296.1949,-87.10001
136.4947,290.7372,-100.5368
-139.3405,292.1935,-93.62192
134.6926,290.5574,-103.9458
-135.8198,284.6536,-98.64588
132.0602,289.4385,-109.3909
-134.4848,278.6755,-103.4381
128.3687,289.5867,-115.7864
-133.1817,275.2387,-108.8276
122.9568,287.583,-121.8456
-130.2462,270.3073,-113.9264
115.9517,284.9969,-128.4612
-125.077,264.2133,-119.6348
106.3627,281.1451,-135.3126
-118.7419,257.9929,-125.6238
96.06406,275.3846,-141.3587
-112.2521,253.2163,-130.9904
85.18481,269.0413,-147.2926
-105.1372,250.5168,-135.4589
74.36629,263.5649,-153.1102
-97.98912,250.326,-139.6061
63.73241,259.037,-158.6292
-94.41012,251.1831,-141.6431
58.59483,256.1435,-160.5531
-88.01758,254.8535,-146.7022
47.95781,253.6027,-166.7447
-85.30602,256.6292,-147.7923
42.23317,253.8401,-170.8607
-80.16241,258.3776,-147.1653
27.81177,256.088,-183.731
-77.83948,260.3891,-141.727
22.40652,253.5467,-186.7807
-77.86356,261.9365,-140.0006
22.21083,252.5311,-186.2065
-77.13717,263.2751,-136.1657
22.0213,252.274,-184.6248
-77.70452,264.421,-135.6632
