X,Y,Z
193.1693,138.0533,16.83356
193.1602,139.8323,19.68881
194.1537,143.9843,25.84774
192.4081,146.351,31.04358
189.4926,147.2543,37.42936
187.7999,147.3786,40.78811
183.1213,147.4422,46.61015
175.4981,145.0988,52.23229
170.7269,145.2641,56.94436
167.6036,146.6373,62.0907
164.8746,148.5871,67.87662
161.763,150.4258,72.64489
159.3707,153.4006,76.60031
156.7007,156.309,80.22712
153.9939,159.6922,83.60196
149.329,161.7455,86.06046
142.959,165.2321,89.56375
140.0869,168.6597,91.7345
139.0114,170.6302,92.76155
138.1158,172.5803,93.85944
136.2898,175.795,96.3671
134.0898,179.2827,100.1819
133.4295,181.5065,102.7301
133.2944,182.6671,103.759
132.8376,185.4339,107.0138
132.6386,186.3082,108.1432
132.6221,189.629,111.7107
132.2888,191.8336,113.7505
131.2553,193.8748,115.2847
129.5296,195.2761,116.571
127.7629,196.6507,117.3422
125.8882,197.8354,118.2218
125.0053,198.6243,118.3754
122.7543,199.849,119.1015
119.9862,200.4354,119.3555
115.102,200.6863,118.8712
111.8907,200.6475,118.4581
108.873,200.7268,117.4076
106.2162,201.003,115.5295
103.4171,201.5966,112.9384
100.1187,201.5396,109.983
96.46046,201.5032,106.4394
-118.8339,252.7669,139.3647
91.8494,199.8493,101.9937
-136.7995,272.5507,157.7503
87.2596,199.2118,96.71687
-145.8842,284.0203,168.9835
82.59068,199.5896,90.98978
-147.9008,287.636,173.32
77.43257,200.5558,83.96839
-147.4869,289.1231,174.7144
74.68756,200.2715,79.68687
-147.0731,288.9344,174.8622
69.16072,199.8304,69.53046
-146.1417,287.8615,174.7679
63.72091,198.0796,58.53796
-145.302,286.4649,174.6251
59.07182,197.5117,46.38213
-144.6228,285.4793,174.8473
54.84451,196.1979,32.71014
-144.3964,284.5181,175.9845
51.90644,196.6572,18.14848
-144.3332,284.55,177.0656
48.34563,192.8326,2.051847
-143.4192,284.0132,178.4729
45.86186,190.4865,-15.07779
-142.228,282.5253,179.5985
44.24191,188.2626,-32.01939
-141.5035,282.2036,179.8829
44.38416,184.6449,-48.53118
-141.0487,281.8727,180.5149
45.17449,180.692,-62.90782
-140.4048,281.635,180.8578
47.34071,177.2096,-76.96013
-139.5473,281.2711,180.8632
49.79313,173.2303,-89.60709
-138.9185,281.3213,181.3229
51.17855,171.0581,-95.74503
-138.6626,281.2251,181.4087
56.74863,165.429,-111.8916
-138.7825,282.0685,182.1979
62.77312,164.7351,-126.6833
-138.9547,282.755,182.8252
65.33281,164.3086,-134.9988
-138.997,283.2448,183.0311
67.46239,163.7095,-141.0744
-139.0762,283.7564,183.2458
68.38174,163.538,-143.4183
-139.0956,284.1205,183.395
70.55058,161.4113,-147.9874
-138.9697,284.6676,183.4057
71.36535,160.2616,-148.5648
-139.0801,285.1305,183.4071
71.35886,160.0949,-148.265
-139.0597,285.0484,183.1914
71.21685,160.0205,-147.9555
-138.861,285.0365,182.8171
70.00646,162.4268,-146.5146
-138.7167,284.8511,182.1836
68.09088,164.4927,-142.9112
-138.5174,284.2456,181.129
65.83014,167.8255,-139.3513
-138.241,283.1435,179.6985
64.7387,170.1688,-137.1951
-138.3526,282.7583,179.2133
61.75591,173.1579,-129.8046
-138.5138,282.0353,178.0942
57.00069,176.9295,-117.5991
-138.8244,281.1015,176.3947
53.0975,181.2254,-108.2847
-138.9801,280.1368,175.0962
51.21911,182.8593,-102.6247
-139.203,279.8079,174.5788
46.15797,189.739,-90.09048
-139.8083,278.8303,173.5393
44.49919,192.2427,-86.06308
-139.9571,278.6856,173.3959
41.83569,197.5718,-76.90533
-140.3096,278.5269,173.0694
39.04941,201.9872,-66.42854
-140.5002,278.3659,172.7266
36.53194,207.2322,-55.82918
