X,Y,Z
100.1498,218.9492,-50.94264
97.00512,215.8597,-41.4743
94.19747,215.09,-35.75049
86.66403,213.725,-26.36864
85.05772,216.1352,-15.00124
88.44125,223.0172,-2.973522
92.46484,230.6746,6.192188
92.39492,240.2061,13.21583
91.81102,254.424,20.82736
95.67627,272.4929,27.36011
103.3247,297.5584,36.00763
113.8927,321.7233,47.76785
121.8873,342.6587,60.24704
126.0142,351.1125,66.36353
132.5719,367.2865,78.18792
137.5375,380.3801,84.9549
143.3789,394.7134,101.967
147.0215,402.1263,114.4301
149.169,409.153,120.5396
151.7707,414.4451,127.1187
154.0988,419.0224,132.649
157.0812,423.4523,138.1728
159.1306,428.1575,142.9233
162.158,433.1842,148.5054
164.5079,438.9995,154.0132
165.7237,442.2774,157.1451
168.6543,447.7933,166.0299
171.4201,453.5025,173.9955
171.9835,462.0492,177.5129
173.0937,469.4999,182.6974
173.8374,475.5522,188.639
174.5278,479.7869,195.0206
174.9811,482.7631,200.6219
175.5491,484.4318,205.5984
176.6121,484.9875,210.2327
177.7459,484.4337,214.1531
179.1711,482.7343,217.4493
180.5861,480.535,219.9326
181.7941,477.2711,221.8745
182.5976,472.9928,223.0359
183.5778,467.6874,224.4876
184.0434,464.7399,224.924
183.5152,459.8281,225.4931
183.7185,453.7285,225.6473
183.4852,448.588,224.1917
183.7192,441.4798,222.7062
182.9266,433.8838,221.2654
183.4234,426.9064,218.3452
183.064,419.8427,214.3637
182.9109,412.388,209.8535
183.1006,405.0921,205.0616
184.1133,397.994,200.1024
185.6185,390.6896,195.1551
189.4541,381.8109,190.9049
200.9475,376.2404,190.9969
214.598,371.8314,191.9309
229.7142,369.8763,194.951
248.9386,368.6826,199.536
260.0045,366.1294,202.2796
280.1776,354.9447,205.3754
295.4566,331.7686,209.1908
307.101,309.3312,215.4833
321.0633,275.9709,224.2451
327.5794,249.2798,227.3092
327.7084,225.8466,226.4318
326.0483,212.2933,224.7682
322.4459,191.4294,222.5694
314.7929,163.3403,213.7261
311.8231,144.5136,206.6333
309.8806,127.4633,202.9932
308.4002,115.2953,195.7293
69.46327,269.78,75.03201
71.29402,291.3735,55.10371
73.02969,296.6804,41.42913
75.99345,296.6894,34.20605
78.37966,295.7529,27.59565
79.74461,295.9669,24.28333
82.95452,296.5983,15.2961
-202.5984,283.604,21.8338
83.58062,296.6859,12.4303
-202.9329,281.3655,18.61894
84.34043,296.2257,7.521971
-203.6571,280.7008,13.03857
84.60397,296.8904,2.108345
-204.6307,279.9576,6.514331
83.95091,295.5798,-3.222831
-204.6584,278.4448,-0.08713854
83.55624,295.533,-8.607358
-204.9463,276.659,-6.556082
82.52089,294.0996,-13.96521
-205.8079,275.6653,-12.71861
81.40188,293.2535,-19.36552
-206.1294,273.9354,-18.62022
80.02422,291.7311,-24.51707
-206.7195,272.1761,-23.82304
78.82422,290.0556,-28.88987
-207.3732,270.0974,-28.18762
78.19337,289.5394,-31.03059
-207.6921,269.2141,-30.19386
76.54816,286.9426,-34.30494
-208.9513,267.9245,-33.59145
74.14379,283.9182,-37.87829
-211.3825,266.67,-37.29361
72.46367,282.1819,-39.28701
-212.984,266.0182,-38.92976
