X,Y,Z
-140.9575,226.961,122.3835
-146.3703,233.0556,131.2687
-151.2876,240.7339,139.2933
-156.911,251.8889,152.8902
-155.0522,252.7896,151.5826
-153.296,263.2727,150.3798
-155.4295,270.4828,156.384
-152.5593,272.9684,154.2282
-147.9526,274.5179,149.5434
-135.3849,278.3957,145.6891
-121.2492,282.5816,140.108
-104.7614,285.3286,133.2597
-96.57677,285.4699,129.9766
-72.27763,278.1061,119.2493
-49.18656,269.1257,109.0236
-24.54267,255.0859,99.42404
-15.56089,247.3209,96.08888
0.5171813,234.0792,86.49058
14.2852,218.4202,77.98364
24.97296,201.144,69.41567
33.82714,179.498,64.6717
38.83258,153.2332,55.92044
46.29065,130.4402,49.46859
48.10716,116.9281,50.99232
58.90791,105.3623,41.3085
61.56727,103.308,40.76194
73.74808,101.2204,41.22346
81.85696,101.2802,42.52465
87.76498,101.416,44.03792
93.31223,101.9297,46.06427
98.62784,102.441,48.29006
102.6996,102.2806,49.34206
106.2597,101.891,50.48832
