X,Y,Z
-177.5507,262.744,-35.28716
-177.2888,262.494,-35.9874
-177.2773,262.5201,-36.01748
-177.2258,262.435,-35.98915
-177.3345,262.6246,-35.9747
-177.3345,262.6246,-35.9747
-177.2021,262.6259,-35.90147
-176.7608,262.6903,-35.87737
-176.7608,262.6903,-35.87737
-175.7903,262.8832,-36.07476
-174.5153,263.1546,-36.47629
-172.7357,262.6005,-37.01351
-172.7357,262.6005,-37.01351
-170.8867,261.8115,-37.6441
-169.1228,261.091,-38.71931
-167.6072,260.2624,-39.69469
-166.2842,259.4641,-40.66305
-165.4643,259.0481,-41.55985
-164.9176,258.4929,-42.03999
-164.7531,258.2322,-42.34258
-164.7607,258.1405,-42.409
-164.805,258.2024,-42.45436
-164.8863,258.2053,-42.27681
-164.9908,258.337,-41.95138
-164.9908,258.337,-41.95138
-165.016,258.4389,-41.52945
-165.1987,258.6673,-41.10698
-165.4127,258.9271,-40.77899
-165.5237,258.9401,-40.41144
-165.5756,258.9531,-40.19316
-165.7221,259.0392,-39.95296
-165.8119,259.1537,-39.81134
-165.9539,259.3004,-39.61967
-165.9539,259.3004,-39.61967
-165.9842,259.4073,-39.48413
-166.0401,259.4579,-39.2673
-165.9745,259.4334,-39.05642
-165.9745,259.4334,-39.05642
-165.8829,259.4258,-38.9432
-165.8284,259.4971,-38.9923
-165.7422,259.7252,-39.16
-165.7422,259.7252,-39.16
-165.8724,260.5389,-39.54057
-166.0734,261.4982,-39.99693
-166.2253,262.3529,-40.34192
-166.2253,262.3529,-40.34192
-166.2629,263.0002,-39.97881
-165.8078,264.1105,-39.87241
-165.9693,265.8985,-38.32022
-165.9693,265.8985,-38.32022
-166.5592,267.4613,-35.73604
-167.3,268.2254,-32.3548
-167.9354,268.5928,-28.89773
-168.384,269.1964,-26.21736
-168.8095,269.9851,-24.06968
-169.1671,270.3865,-22.15468
-169.4406,271.5013,-19.55509
-168.967,271.292,-18.71769
-168.6502,270.842,-18.23941
-168.2258,270.2162,-17.94726
-167.9173,269.5621,-17.74309
-167.7398,269.0644,-17.6224
-167.4266,268.2762,-17.51341
-166.8239,267.033,-17.55891
-165.27,265.4916,-18.6232
-163.8172,264.7966,-19.0561
-162.9484,266.157,-20.20824
-161.9024,270.3874,-21.15361
-160.2395,272.2683,-22.20248
-158.2944,273.5746,-23.30021
-156.0609,273.8164,-24.0888
-154.1055,272.3411,-24.19793
-152.7894,270.3738,-23.90533
-152.5156,266.3917,-21.9485
-151.8982,264.3776,-21.21301
-151.1293,262.7823,-20.73096
-150.2379,261.8474,-20.60218
-149.4646,261.0035,-20.38225
-148.512,260.2917,-19.81832
-148.0013,260.2402,-19.78398
-147.7566,260.5652,-19.75955
-147.5686,261.2796,-19.77305
-147.5183,262.0106,-19.75945
-149.1686,264.0442,-18.54263
-149.1686,264.0442,-18.54263
-155.96,270.0232,-15.32025
-155.96,270.0232,-15.32025
-160.7756,274.2231,-14.19719
-162.4377,275.1356,-13.14393
-166.9486,278.5847,-11.0993
-169.8946,279.2335,-9.114368
-171.5225,279.2458,-7.839183
-172.8341,279.1306,-6.759109
-172.0771,275.4559,-4.423301
-171.3407,273.1113,-3.925067
-173.7269,261.5607,-9.823316
-176.1912,260.7444,-8.953757
-176.7444,260.6667,-8.863284
-177.4314,260.5018,-8.873982
-177.6842,260.8573,-9.185559
-177.7511,261.3575,-9.425781
-177.9788,262.6309,-9.808658
-177.7298,263.0797,-10.10796
-177.915,266.1376,-9.757071
-178.6864,269.5902,-9.672571
-181.5178,278.6551,-11.83569
-182.9789,282.4861,-13.01646
-185.266,287.8744,-15.03328
-185.2571,289.2052,-16.89536
-184.9781,289.2948,-17.6644
-183.6044,286.8194,-17.82468
-182.7796,285.3789,-17.83702
-181.4883,283.1064,-17.53576
-181.3385,282.2302,-17.04919
-181.7846,282.0308,-16.16857
-182.4688,282.4705,-15.52102
-182.8953,282.3976,-14.46538
-184.8015,281.969,-10.95034
-185.8816,281.2905,-8.626341
-188.266,280.7113,-3.550639
-188.9179,281.2151,-1.608482
-189.5045,282.3287,-0.08804643
-190.1269,283.2935,3.589068
-191.2093,283.4662,5.779245
-191.1123,283.9288,6.370554
-191.3259,283.9991,7.439284
-191.5921,284.6923,7.896198
-192.2307,286.3063,8.568835
-192.2859,287.4221,8.402241
-192.2053,289.4444,7.464691
-192.0413,291.0252,5.964977
-190.5893,292.8267,2.681025
